Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"211", 0.416, 1,    235.805,  -29.6,   0.98179, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"212", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"213", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.609, -150.5,   0.93934, 3,    238.927,   89.0,   0.99479
"214", 0.416, 1,    235.975,  -29.6,    0.9825, 2,    225.074, -150.4,   0.93712, 3,    239.408,   89.0,   0.99679
"215", 0.416, 1,    233.261,  -29.4,    0.9712, 2,    222.408, -150.5,   0.92602, 3,     238.02,   89.0,   0.99102
"216", 0.416, 1,    236.793,  -29.7,   0.98591, 2,    227.537, -150.6,   0.94737, 3,    240.627,   89.0,    1.0019
"217", 0.416, 1,    237.282,  -29.7,   0.98794, 2,    227.497, -150.6,    0.9472, 3,    240.626,   89.0,    1.0019
"218", 0.416, 1,     237.32,  -29.7,    0.9881, 2,    227.626, -150.6,   0.94774, 3,    239.878,   89.0,   0.99875
"219", 0.416, 1,    235.898,  -29.6,   0.98218, 2,    225.702, -150.5,   0.93973, 3,    239.558,   89.0,   0.99742
"220", 0.416, 1,    235.783,  -29.6,    0.9817, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"221", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"222", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.609, -150.5,   0.93934, 3,    238.893,   89.0,   0.99465
"223", 0.416, 1,    235.976,  -29.6,    0.9825, 2,    225.041, -150.4,   0.93698, 3,    239.408,   89.0,   0.99679
"224", 0.416, 1,    233.114,  -29.4,   0.97059, 2,    222.223, -150.5,   0.92525, 3,    237.933,   89.0,   0.99066
"225", 0.416, 1,    236.635,  -29.7,   0.98525, 2,    227.538, -150.6,   0.94737, 3,    240.629,   89.0,    1.0019
"226", 0.416, 1,    237.284,  -29.7,   0.98795, 2,    227.489, -150.6,   0.94717, 3,    240.627,   89.0,    1.0019
"227", 0.416, 1,     237.32,  -29.7,    0.9881, 2,    227.626, -150.6,   0.94774, 3,    239.877,   89.0,   0.99875
"228", 0.416, 1,    235.781,  -29.6,    0.9817, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"229", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"230", 0.416, 1,    235.985,  -29.6,   0.98254, 2,     225.61, -150.5,   0.93934, 3,    238.866,   89.0,   0.99454
"231", 0.416, 1,    235.976,  -29.6,   0.98251, 2,    225.024, -150.4,   0.93691, 3,    239.408,   89.0,   0.99679
"232", 0.416, 1,    233.013,  -29.4,   0.97017, 2,    222.097, -150.5,   0.92472, 3,    237.875,   89.0,   0.99041
"233", 0.416, 1,     237.29,  -29.7,   0.98798, 2,    227.006, -150.5,   0.94516, 3,    240.629,   89.0,    1.0019
"234", 0.416, 1,    237.284,  -29.7,   0.98795, 2,    227.489, -150.6,   0.94717, 3,    240.627,   89.0,    1.0019
"235", 0.416, 1,     237.32,  -29.7,    0.9881, 2,    227.626, -150.6,   0.94774, 3,    239.875,   89.0,   0.99874
"236", 0.416, 1,     235.78,  -29.6,   0.98169, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"237", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"238", 0.416, 1,    235.985,  -29.6,   0.98254, 2,     225.61, -150.5,   0.93935, 3,    238.847,   89.0,   0.99446
"239", 0.416, 1,    235.976,  -29.6,   0.98251, 2,    225.012, -150.4,   0.93686, 3,    239.408,   89.0,   0.99679
"240", 0.416, 1,    232.947,  -29.4,    0.9699, 2,    222.015, -150.5,   0.92438, 3,    237.836,   89.0,   0.99025
"241", 0.416, 1,    237.291,  -29.7,   0.98798, 2,    226.936, -150.5,   0.94487, 3,    240.629,   89.0,    1.0019
"242", 0.416, 1,     237.32,  -29.7,    0.9881, 2,    227.626, -150.6,   0.94774, 3,    239.873,   89.0,   0.99873
"243", 0.416, 1,    235.779,  -29.6,   0.98169, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"244", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"245", 0.416, 1,    235.985,  -29.6,   0.98254, 2,     225.61, -150.5,   0.93935, 3,    238.829,   89.0,   0.99438
"246", 0.416, 1,    235.977,  -29.6,   0.98251, 2,    224.876, -150.4,   0.93629, 3,    239.408,   89.0,    0.9968
"247", 0.416, 1,    232.806,  -29.4,   0.96931, 2,    221.837, -150.5,   0.92364, 3,    237.753,   89.0,    0.9899
"248", 0.416, 1,    237.292,  -29.7,   0.98799, 2,    226.785, -150.5,   0.94424, 3,    240.629,   89.0,    1.0019
"249", 0.416, 1,    237.291,  -29.7,   0.98798, 2,    226.871, -150.5,    0.9446, 3,    240.629,   89.0,    1.0019
"250", 0.416, 1,     237.32,  -29.7,    0.9881, 2,    227.626, -150.6,   0.94774, 3,     239.87,   89.0,   0.99872
"251", 0.416, 1,    235.779,  -29.6,   0.98168, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"252", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"253", 0.416, 1,    235.985,  -29.6,   0.98254, 2,     225.61, -150.5,   0.93935, 3,    238.801,   89.0,   0.99427
"254", 0.416, 1,    235.978,  -29.6,   0.98251, 2,    224.836, -150.4,   0.93612, 3,    239.408,   89.0,    0.9968
"255", 0.416, 1,    232.733,  -29.4,     0.969, 2,    221.837, -150.5,   0.92364, 3,    237.753,   89.0,   0.98991
"256", 0.416, 1,    232.718,  -29.4,   0.96894, 2,    221.719, -150.5,   0.92314, 3,    237.696,   89.0,   0.98967
"257", 0.416, 1,     237.32,  -29.7,    0.9881, 2,    227.626, -150.6,   0.94774, 3,    239.859,   89.0,   0.99867
"258", 0.416, 1,    235.778,  -29.6,   0.98168, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"259", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"260", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93935, 3,    238.699,   89.0,   0.99384
"261", 0.416, 1,    235.978,  -29.6,   0.98251, 2,    224.827, -150.4,   0.93608, 3,    239.408,   89.0,    0.9968
"262", 0.416, 1,    232.723,  -29.4,   0.96896, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"263", 0.416, 1,    232.388,  -29.4,   0.96757, 2,    221.275, -150.5,    0.9213, 3,    237.482,   89.0,   0.98877
"264", 0.416, 1,     237.32,  -29.7,    0.9881, 2,    227.627, -150.6,   0.94774, 3,    239.803,   89.0,   0.99844
"265", 0.416, 1,    235.776,  -29.6,   0.98167, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"266", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"267", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93935, 3,    238.675,   89.0,   0.99374
"268", 0.416, 1,     235.98,  -29.6,   0.98252, 2,    224.657, -150.4,   0.93538, 3,    239.409,   89.0,    0.9968
"269", 0.416, 1,    235.978,  -29.6,   0.98251, 2,    224.825, -150.4,   0.93608, 3,    239.408,   89.0,    0.9968
"270", 0.416, 1,    232.718,  -29.4,   0.96894, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"271", 0.416, 1,    232.389,  -29.4,   0.96757, 2,    221.277, -150.5,   0.92131, 3,    237.275,   89.0,   0.98792
"272", 0.416, 1,    232.276,  -29.4,    0.9671, 2,    221.118, -150.5,   0.92064, 3,    237.433,   89.0,   0.98857
"273", 0.416, 1,    235.773,  -29.6,   0.98166, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"274", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"275", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93935, 3,    238.664,   89.0,    0.9937
"276", 0.416, 1,    235.982,  -29.6,   0.98253, 2,    224.489, -150.4,   0.93468, 3,    239.409,   89.0,    0.9968
"277", 0.416, 1,    235.978,  -29.6,   0.98251, 2,    224.822, -150.4,   0.93607, 3,    239.408,   89.0,    0.9968
"278", 0.416, 1,    232.713,  -29.4,   0.96892, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"279", 0.416, 1,    232.389,  -29.4,   0.96757, 2,    221.277, -150.5,   0.92131, 3,     237.26,   89.0,   0.98785
"280", 0.416, 1,    231.867,  -29.3,    0.9654, 2,    220.549, -150.5,   0.91827, 3,    237.256,   88.9,   0.98783
"281", 0.416, 1,    235.765,  -29.6,   0.98163, 2,     225.68, -150.5,   0.93964, 3,    239.536,   89.0,   0.99733
"282", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"283", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93935, 3,    238.657,   89.0,   0.99367
"284", 0.416, 1,    235.978,  -29.6,   0.98251, 2,     224.82, -150.4,   0.93606, 3,    239.408,   89.0,    0.9968
"285", 0.416, 1,    232.704,  -29.4,   0.96888, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"286", 0.416, 1,    232.389,  -29.4,   0.96757, 2,    221.277, -150.5,   0.92131, 3,    237.248,   89.0,    0.9878
"287", 0.416, 1,    231.661,  -29.3,   0.96454, 2,    220.436, -150.5,   0.91781, 3,     237.23,   89.0,   0.98773
"288", 0.416, 1,    231.837,  -29.3,   0.96527, 2,    220.452, -150.5,   0.91787, 3,    237.222,   88.9,   0.98769
"289", 0.416, 1,    235.722,  -29.6,   0.98145, 2,    225.681, -150.5,   0.93964, 3,    239.537,   89.0,   0.99733
"290", 0.416, 1,    235.984,  -29.6,   0.98254, 2,    225.605, -150.5,   0.93933, 3,    239.257,   89.0,   0.99617
"291", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93936, 3,    238.618,   89.0,   0.99351
"292", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93935, 3,    238.656,   89.0,   0.99366
"293", 0.416, 1,    235.978,  -29.6,   0.98251, 2,    224.818, -150.4,   0.93605, 3,    239.408,   89.0,    0.9968
"294", 0.416, 1,    232.697,  -29.4,   0.96885, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"295", 0.416, 1,    232.389,  -29.4,   0.96757, 2,    221.278, -150.5,   0.92131, 3,     237.23,   89.0,   0.98773
"296", 0.416, 1,    231.565,  -29.3,   0.96414, 2,    220.385, -150.5,   0.91759, 3,    237.217,   89.0,   0.98767
"297", 0.416, 1,    231.711,  -29.3,   0.96475, 2,    220.044, -150.5,   0.91617, 3,    237.082,   88.9,   0.98711
"298", 0.416, 1,    235.985,  -29.6,   0.98255, 2,    225.613, -150.5,   0.93936, 3,    238.601,   89.0,   0.99343
"299", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93935, 3,    238.655,   89.0,   0.99366
"300", 0.416, 1,    235.978,  -29.6,   0.98251, 2,    224.816, -150.4,   0.93604, 3,    239.408,   89.0,    0.9968
"301", 0.416, 1,    232.691,  -29.4,   0.96883, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"302", 0.416, 1,    232.389,  -29.4,   0.96757, 2,    221.278, -150.5,   0.92131, 3,    237.152,   89.0,    0.9874
"303", 0.416, 1,    230.943,  -29.3,   0.96155, 2,    220.047, -150.6,   0.91618, 3,    237.139,   89.0,   0.98735
"304", 0.416, 1,    231.684,  -29.3,   0.96463, 2,    219.954, -150.5,    0.9158, 3,    237.051,   88.9,   0.98698
"305", 0.416, 1,    235.986,  -29.6,   0.98255, 2,    225.613, -150.5,   0.93936, 3,    238.571,   89.0,   0.99331
"306", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93935, 3,    238.653,   89.0,   0.99365
"307", 0.416, 1,    235.978,  -29.6,   0.98252, 2,    224.803, -150.4,   0.93599, 3,    239.409,   89.0,    0.9968
"308", 0.416, 1,    232.684,  -29.4,    0.9688, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"309", 0.416, 1,    232.389,  -29.4,   0.96757, 2,    221.279, -150.5,   0.92131, 3,    237.136,   89.0,   0.98734
"310", 0.416, 1,    230.897,  -29.3,   0.96136, 2,    220.021, -150.6,   0.91608, 3,    237.133,   89.0,   0.98732
"311", 0.416, 1,    231.674,  -29.3,    0.9646, 2,    219.924, -150.5,   0.91567, 3,    237.041,   88.9,   0.98694
"312", 0.416, 1,    235.986,  -29.6,   0.98255, 2,    225.614, -150.5,   0.93936, 3,    238.513,   89.0,   0.99307
"313", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93935, 3,    238.651,   89.0,   0.99364
"314", 0.416, 1,    235.979,  -29.6,   0.98252, 2,    224.747, -150.4,   0.93575, 3,    239.409,   89.0,    0.9968
"315", 0.416, 1,    232.676,  -29.4,   0.96877, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"316", 0.416, 1,    232.389,  -29.4,   0.96757, 2,    221.279, -150.5,   0.92131, 3,    237.125,   89.0,   0.98729
"317", 0.416, 1,     230.87,  -29.3,   0.96125, 2,    220.021, -150.6,   0.91608, 3,    237.133,   89.0,   0.98732
"318", 0.416, 1,    230.263,  -29.2,   0.95872, 2,    219.535, -150.6,   0.91405, 3,    236.956,   89.0,   0.98658
"319", 0.416, 1,    231.669,  -29.3,   0.96458, 2,    219.908, -150.5,   0.91561, 3,    237.035,   88.9,   0.98692
"320", 0.416, 1,    235.986,  -29.6,   0.98255, 2,    225.615, -150.5,   0.93937, 3,    238.343,   89.0,   0.99236
"321", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93935, 3,    238.642,   89.0,   0.99361
"322", 0.416, 1,    232.667,  -29.4,   0.96873, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"323", 0.416, 1,    232.389,  -29.4,   0.96757, 2,    221.279, -150.5,   0.92131, 3,    237.112,   89.0,   0.98724
"324", 0.416, 1,    230.731,  -29.2,   0.96067, 2,    220.022, -150.6,   0.91608, 3,    237.135,   89.0,   0.98733
"325", 0.416, 1,    229.959,  -29.2,   0.95745, 2,    219.302, -150.6,   0.91308, 3,     236.87,   89.0,   0.98623
"326", 0.416, 1,    231.665,  -29.3,   0.96456, 2,    219.895, -150.5,   0.91555, 3,    237.031,   88.9,    0.9869
"327", 0.416, 1,    235.985,  -29.6,   0.98254, 2,    225.612, -150.5,   0.93936, 3,    238.612,   89.0,   0.99348
"328", 0.416, 1,    232.662,  -29.4,   0.96871, 2,    221.837, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"329", 0.416, 1,    232.389,  -29.4,   0.96757, 2,    221.279, -150.5,   0.92131, 3,    237.099,   89.0,   0.98718
"330", 0.416, 1,    230.683,  -29.2,   0.96047, 2,    220.022, -150.6,   0.91608, 3,    237.135,   89.0,   0.98733
"331", 0.416, 1,     229.96,  -29.2,   0.95746, 2,    219.308, -150.6,   0.91311, 3,    236.352,   89.0,   0.98407
"332", 0.416, 1,     229.35,  -29.1,   0.95492, 2,    218.761, -150.6,   0.91083, 3,    236.981,   89.0,   0.98669
"333", 0.416, 1,    231.661,  -29.3,   0.96454, 2,     219.88, -150.5,   0.91549, 3,    237.026,   88.9,   0.98688
"334", 0.416, 1,    232.639,  -29.4,   0.96861, 2,    221.838, -150.5,   0.92364, 3,    237.754,   89.0,   0.98991
"335", 0.416, 1,    232.389,  -29.4,   0.96757, 2,     221.28, -150.5,   0.92132, 3,    236.986,   89.0,   0.98671
"336", 0.416, 1,    230.577,  -29.2,   0.96003, 2,    220.022, -150.6,   0.91608, 3,    237.136,   89.0,   0.98734
"337", 0.416, 1,    229.961,  -29.2,   0.95746, 2,     219.31, -150.6,   0.91312, 3,    236.147,   89.1,   0.98322
"338", 0.416, 1,    229.354,  -29.1,   0.95494, 2,    218.408, -150.6,   0.90936, 3,    236.982,   89.0,   0.98669
"339", 0.416, 1,    229.224,  -29.1,   0.95439, 2,    218.709, -150.6,   0.91061, 3,    236.996,   89.0,   0.98675
"340", 0.416, 1,    231.657,  -29.3,   0.96452, 2,    219.868, -150.5,   0.91544, 3,    237.021,   88.9,   0.98686
"341", 0.416, 1,     232.63,  -29.4,   0.96857, 2,    221.838, -150.5,   0.92364, 3,    237.755,   89.0,   0.98991
"342", 0.416, 1,     232.39,  -29.4,   0.96758, 2,    221.283, -150.5,   0.92133, 3,    236.756,   89.0,   0.98575
"343", 0.416, 1,     230.51,  -29.2,   0.95975, 2,    220.023, -150.6,   0.91608, 3,    237.137,   89.0,   0.98734
"344", 0.416, 1,    230.568,  -29.2,   0.95999, 2,    220.023, -150.6,   0.91608, 3,    237.136,   89.0,   0.98734
"345", 0.416, 1,    229.356,  -29.1,   0.95494, 2,    218.231, -150.6,   0.90862, 3,    236.982,   89.0,    0.9867
"346", 0.416, 1,    229.116,  -29.1,   0.95394, 2,    218.663, -150.7,   0.91042, 3,    237.009,   89.0,   0.98681
"347", 0.416, 1,    231.654,  -29.3,   0.96451, 2,    219.858, -150.5,    0.9154, 3,    237.018,   88.9,   0.98684
"348", 0.416, 1,    232.627,  -29.4,   0.96856, 2,    221.838, -150.5,   0.92364, 3,    237.755,   89.0,   0.98991
"349", 0.416, 1,     230.41,  -29.2,   0.95933, 2,    220.023, -150.6,   0.91608, 3,    237.138,   89.0,   0.98734
"350", 0.416, 1,    230.567,  -29.2,   0.95998, 2,    220.023, -150.6,   0.91608, 3,    237.136,   89.0,   0.98734
"351", 0.416, 1,    229.356,  -29.1,   0.95494, 2,    218.215, -150.6,   0.90855, 3,    236.982,   89.0,    0.9867
"352", 0.416, 1,     229.04,  -29.1,   0.95363, 2,    218.632, -150.7,   0.91029, 3,    237.018,   89.0,   0.98685
"353", 0.416, 1,    231.651,  -29.3,    0.9645, 2,    219.849, -150.5,   0.91536, 3,    237.015,   88.9,   0.98683
"354", 0.416, 1,    232.625,  -29.4,   0.96855, 2,    221.838, -150.5,   0.92364, 3,    237.755,   89.0,   0.98991
"355", 0.416, 1,    230.566,  -29.2,   0.95998, 2,    220.023, -150.6,   0.91608, 3,    237.136,   89.0,   0.98734
"356", 0.416, 1,    229.356,  -29.1,   0.95494, 2,    218.208, -150.6,   0.90853, 3,    236.982,   89.0,    0.9867
"357", 0.416, 1,    228.944,  -29.1,   0.95323, 2,    218.592, -150.7,   0.91012, 3,     237.03,   89.0,   0.98689
"358", 0.416, 1,    231.649,  -29.3,   0.96449, 2,    219.841, -150.5,   0.91533, 3,    237.012,   88.9,   0.98682
"359", 0.416, 1,    232.623,  -29.4,   0.96855, 2,    221.838, -150.5,   0.92364, 3,    237.755,   89.0,   0.98991
"360", 0.416, 1,    230.564,  -29.2,   0.95997, 2,    220.023, -150.6,   0.91608, 3,    237.136,   89.0,   0.98734
"361", 0.416, 1,    229.356,  -29.1,   0.95494, 2,    218.203, -150.6,   0.90851, 3,    236.982,   89.0,    0.9867
"362", 0.416, 1,    228.884,  -29.1,   0.95298, 2,    218.566, -150.7,   0.91002, 3,    237.037,   89.0,   0.98693
"363", 0.416, 1,    231.646,  -29.3,   0.96448, 2,    219.832, -150.5,   0.91529, 3,    237.009,   88.9,   0.98681
"364", 0.416, 1,    232.622,  -29.4,   0.96854, 2,    221.838, -150.5,   0.92364, 3,    237.755,   89.0,   0.98991
"365", 0.416, 1,    230.563,  -29.2,   0.95997, 2,    220.023, -150.6,   0.91608, 3,    237.136,   89.0,   0.98734
"366", 0.416, 1,    229.356,  -29.1,   0.95494, 2,    218.198, -150.6,   0.90849, 3,    236.982,   89.0,    0.9867
"367", 0.416, 1,    228.792,  -29.1,   0.95259, 2,    218.528, -150.7,   0.90986, 3,    237.049,   89.0,   0.98697
"368", 0.416, 1,    231.643,  -29.3,   0.96447, 2,    219.823, -150.5,   0.91525, 3,    237.006,   88.9,   0.98679
"369", 0.416, 1,    232.621,  -29.4,   0.96854, 2,    221.838, -150.5,   0.92364, 3,    237.755,   89.0,   0.98991
"370", 0.416, 1,    230.561,  -29.2,   0.95996, 2,    220.023, -150.6,   0.91608, 3,    237.137,   89.0,   0.98734
"371", 0.416, 1,    229.357,  -29.1,   0.95495, 2,    218.192, -150.6,   0.90846, 3,    236.982,   89.0,    0.9867
"372", 0.416, 1,    228.699,  -29.1,   0.95221, 2,    218.489, -150.7,    0.9097, 3,     237.06,   89.1,   0.98702
"373", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91503, 3,    236.988,   88.9,   0.98672
"374", 0.416, 1,    232.619,  -29.4,   0.96853, 2,    221.838, -150.5,   0.92364, 3,    237.755,   89.0,   0.98991
"375", 0.416, 1,    230.559,  -29.2,   0.95995, 2,    220.023, -150.6,   0.91608, 3,    237.137,   89.0,   0.98734
"376", 0.416, 1,    229.357,  -29.1,   0.95495, 2,    218.185, -150.6,   0.90843, 3,    236.982,   89.0,    0.9867
"377", 0.416, 1,    228.596,  -29.0,   0.95178, 2,    218.446, -150.7,   0.90952, 3,    237.073,   89.1,   0.98707
"378", 0.416, 1,    231.499,  -29.3,   0.96387, 2,    219.353, -150.5,   0.91329, 3,    236.928,   88.9,   0.98647
"379", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"380", 0.416, 1,    232.609,  -29.4,   0.96849, 2,    221.838, -150.5,   0.92364, 3,    237.755,   89.0,   0.98991
"381", 0.416, 1,    230.545,  -29.2,   0.95989, 2,    220.023, -150.6,   0.91608, 3,    237.137,   89.0,   0.98734
"382", 0.416, 1,    229.357,  -29.1,   0.95495, 2,    218.178, -150.6,    0.9084, 3,    236.982,   89.0,    0.9867
"383", 0.416, 1,    228.521,  -29.0,   0.95147, 2,    218.415, -150.7,   0.90939, 3,    237.082,   89.1,   0.98711
"384", 0.416, 1,    231.377,  -29.2,   0.96336, 2,    218.952, -150.5,   0.91163, 3,     236.87,   88.9,   0.98623
"385", 0.416, 1,    231.628,  -29.3,    0.9644, 2,    219.776, -150.5,   0.91506, 3,    236.523,   88.9,   0.98479
"386", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"387", 0.416, 1,    232.574,  -29.4,   0.96834, 2,    221.838, -150.5,   0.92364, 3,    237.755,   89.0,   0.98991
"388", 0.416, 1,    230.498,  -29.2,    0.9597, 2,    220.023, -150.6,   0.91608, 3,    237.137,   89.0,   0.98734
"389", 0.416, 1,    229.357,  -29.1,   0.95495, 2,    218.173, -150.6,   0.90838, 3,    236.982,   89.0,    0.9867
"390", 0.416, 1,    228.432,  -29.0,    0.9511, 2,    218.378, -150.7,   0.90923, 3,    237.093,   89.1,   0.98716
"391", 0.416, 1,    231.372,  -29.2,   0.96334, 2,    218.934, -150.5,   0.91155, 3,    236.868,   88.9,   0.98622
"392", 0.416, 1,    231.629,  -29.3,    0.9644, 2,    219.777, -150.5,   0.91506, 3,    236.377,   88.9,   0.98418
"393", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"394", 0.416, 1,    229.357,  -29.1,   0.95495, 2,    218.164, -150.6,   0.90834, 3,    236.982,   89.0,    0.9867
"395", 0.416, 1,    228.303,  -29.0,   0.95056, 2,    218.324, -150.7,   0.90901, 3,    237.108,   89.1,   0.98722
"396", 0.416, 1,    231.372,  -29.2,   0.96334, 2,    218.936, -150.5,   0.91156, 3,    236.685,   88.9,   0.98546
"397", 0.416, 1,    231.268,  -29.2,    0.9629, 2,    218.588, -150.5,   0.91011, 3,    236.878,   88.8,   0.98626
"398", 0.416, 1,    231.629,  -29.3,    0.9644, 2,    219.778, -150.5,   0.91506, 3,    236.363,   88.9,   0.98412
"399", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"400", 0.416, 1,    229.357,  -29.1,   0.95495, 2,    218.133, -150.6,   0.90822, 3,    236.983,   89.0,    0.9867
"401", 0.416, 1,    228.207,  -29.0,   0.95016, 2,    218.284, -150.7,   0.90884, 3,     237.12,   89.1,   0.98727
"402", 0.416, 1,    231.372,  -29.2,   0.96334, 2,    218.936, -150.5,   0.91156, 3,    236.668,   88.9,   0.98539
"403", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"404", 0.416, 1,    231.629,  -29.3,   0.96441, 2,    219.778, -150.5,   0.91506, 3,    236.352,   88.9,   0.98407
"405", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"406", 0.416, 1,    229.359,  -29.1,   0.95496, 2,    217.943, -150.6,   0.90742, 3,    236.983,   89.0,    0.9867
"407", 0.416, 1,    228.115,  -29.0,   0.94977, 2,    218.245, -150.7,   0.90868, 3,    237.132,   89.1,   0.98732
"408", 0.416, 1,    231.372,  -29.2,   0.96334, 2,    218.937, -150.5,   0.91156, 3,    236.659,   88.9,   0.98535
"409", 0.416, 1,    231.066,  -29.1,   0.96206, 2,    217.917, -150.5,   0.90732, 3,    236.898,   88.8,   0.98635
"410", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"411", 0.416, 1,    231.629,  -29.3,   0.96441, 2,    219.778, -150.5,   0.91506, 3,    236.341,   88.9,   0.98403
"412", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"413", 0.416, 1,    228.024,  -29.0,    0.9494, 2,    218.207, -150.7,   0.90852, 3,    237.143,   89.1,   0.98736
"414", 0.416, 1,    231.372,  -29.2,   0.96334, 2,    218.937, -150.5,   0.91156, 3,    236.652,   88.9,   0.98532
"415", 0.416, 1,     230.85,  -29.1,   0.96116, 2,    217.199, -150.5,   0.90433, 3,     236.92,   88.8,   0.98644
"416", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"417", 0.416, 1,    231.629,  -29.3,   0.96441, 2,    219.778, -150.5,   0.91507, 3,    236.296,   89.0,   0.98384
"418", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"419", 0.416, 1,    227.916,  -29.0,   0.94895, 2,    218.162, -150.7,   0.90833, 3,    237.156,   89.1,   0.98742
"420", 0.416, 1,    231.372,  -29.2,   0.96334, 2,    218.937, -150.5,   0.91156, 3,    236.642,   88.9,   0.98528
"421", 0.416, 1,    230.805,  -29.1,   0.96097, 2,    217.049, -150.5,    0.9037, 3,    236.924,   88.8,   0.98645
